"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"GNMK","","","","","","",""
"GNMA","","","","","","",""
"GNLN","","","","","","",""
"GNL","","","","","","",""
"GNK","","","","","","",""
"GNFT","","","","","","",""
"GNE","","","","","","",""
"GNCA","","","","","","",""
"GNAF","","","","","","",""
"GMTA","","","","","","",""
"GMS","","","","","","",""
"GMRE","","","","","","",""
"GMOM","","","","","","",""
"GMLPP","","","","","","",""
"GMLP","","","","","","",""
"GMHIW","","","","","","",""
"GMHIU","","","","","","",""
"GMHI","","","","","","",""
"GMF","","","","","","",""
"GMED","","","","","","",""
"GME","","","","","","",""
"GMDA","","","","","","",""
"GMBLW","","","","","","",""
"GMBL","","","","","","",""
"GMAB","","","","","","",""
"GM","","","","","","",""
"GLYC","","","","","","",""
"GLW","","","","","","",""
"GLV","","","","","","",""
"GLUU","","","","","","",""
"GLU","","","","","","",""
"GLTR","","","","","","",""
"GLTO","","","","","","",""
"GLT","","","","","","",""
"GLSI","","","","","","",""
"GLRE","","","","","","",""
"GLQ","","","","","","",""
"GLPI","","","","","","",""
"GLPG","","","","","","",""
"GLP","","","","","","",""
"GLOP","","","","","","",""
"GLOG","","","","","","",""
"GLOB","","","","","","",""
"GLO","","","","","","",""
"GLNG","","","","","","",""
"GLMD","","","","","","",""
"GLL","","","","","","",""
"GLIN","","","","","","",""
"GLIF","","","","","","",""
"GLIBP","","","","","","",""
"GLIBA","","","","","","",""
"GLG","","","","","","",""
"GLEO","","","","","","",""
"GLDM","","","","","","",""
"GLDI","","","","","","",""
"GLDG","","","","","","",""
"GLDD","","","","","","",""
"GLD","","","","","","",""
"GLCN","","","","","","",""
"GLBZ","","","","","","",""
"GLBS","","","","","","",""
"GLADL","","","","","","",""
"GLADD","","","","","","",""
"GLAD","","","","","","",""
"GL","","","","","","",""
"GKOS","","","","","","",""
"GJT","","","","","","",""
"GJS","","","","","","",""
"GJR","","","","","","",""
"GJP","","","","","","",""
"GJO","","","","","","",""
"GJH","","","","","","",""
"GIX","","","","","","",""
"GIS","","","","","","",""
"GINN","","","","","","",""
"GIM","","","","","","",""
"GILT","","","","","","",""
"GILD","","","","","","",""
"GIL","","","","","","",""
"GIK","","","","","","",""
"GIII","","","","","","",""
"GII","","","","","","",""
"GIGM","","","","","","",""
"GIGE","","","","","","",""
"GIGB","","","","","","",""
"GIFI","","","","","","",""
"GIB","","","","","","",""
"GHYG","","","","","","",""
"GHYB","","","","","","",""
"GHY","","","","","","",""
"GHSI","","","","","","",""
"GHM","","","","","","",""
"GHLD","","","","","","",""
"GHL","","","","","","",""
"GHIVW","","","","","","",""
"GHIVU","","","","","","",""
"GHIV","","","","","","",""
"GHG","","","","","","",""
"GHC","","","","","","",""
"GH","","","","","","",""
"GGZ","","","","","","",""
"GGT","","","","","","",""
"GGO","","","","","","",""
"GGN","","","","","","",""
"GGM","","","","","","",""
"GGG","","","","","","",""
"GGB","","","","","","",""
"GGAL","","","","","","",""
"GFY","","","","","","",""
"GFNSZ","","","","","","",""
"GFNSL","","","","","","",""
"GFNCP","","","","","","",""
"GFN","","","","","","",""
"GFLU","","","","","","",""
"GFL","","","","","","",""
"GFI","","","","","","",""
"GFF","","","","","","",""
"GFED","","","","","","",""
"GF","","","","","","",""
"GEVO","","","","","","",""
"GES","","","","","","",""
"GERN","","","","","","",""
"GERM","","","","","","",""
"GER","","","","","","",""
"GEOS","","","","","","",""
"GEO","","","","","","",""
"GENY","","","","","","",""
"GENE","","","","","","",""
"GENC","","","","","","",""
"GEN","","","","","","",""
"GEM","","","","","","",""
"GEL","","","","","","",""
"GEF","","","","","","",""
"GECCN","","","","","","",""
"GECCM","","","","","","",""
"GECCL","","","","","","",""
"GECC","","","","","","",""
"GEC","","","","","","",""
"GE","","","","","","",""
"GDYNW","","","","","","",""
"GDYN","","","","","","",""
"GDXJ","","","","","","",""
"GDX","","","","","","",""
"GDVD","","","","","","",""
"GDV","","","","","","",""
"GDS","","","","","","",""
"GDRX","","","","","","",""
"GDP","","","","","","",""
"GDOT","","","","","","",""
"GDO","","","","","","",""
"GDMA","","","","","","",""
"GDL","","","","","","",""
"GDEN","","","","","","",""
"GDDY","","","","","","",""
"GD","","","","","","",""
"GCV","","","","","","",""
"GCP","","","","","","",""
"GCOW","","","","","","",""
"GCOR","","","","","","",""
"GCO","","","","","","",""
"GCMGW","","","","","","",""
"GCMG","","","","","","",""
"GCI","","","","","","",""
"GCC","","","","","","",""
"GCBC","","","","","","",""
"GBX","","","","","","",""
"GBUG","","","","","","",""
"GBT","","","","","","",""
"GBR","","","","","","",""
"GBLO","","","","","","",""
"GBLIL","","","","","","",""
"GBLI","","","","","","",""
"GBL","","","","","","",""
"GBIO","","","","","","",""
"GBIL","","","","","","",""
"GBGR","","","","","","",""
"GBF","","","","","","",""
"GBDV","","","","","","",""
"GBDC","","","","","","",""
"GBCI","","","","","","",""
"GBAB","","","","","","",""
"GB","","","","","","",""
"GAZ","","","","","","",""
"GAU","","","","","","",""
"GATX","","","","","","",""
"GATO","","","","","","",""
"GASS","","","","","","",""
"GAN","","","","","","",""
"GAMR","","","","","","",""
"GAM","","","","","","",""
"GALT","","","","","","",""
"GAL","","","","","","",""
"GAINM","","","","","","",""
"GAINL","","","","","","",""
"GAIN","","","","","","",""
"GAIA","","","","","","",""
"GABC","","","","","","",""
"GAB","","","","","","",""
"GAA","","","","","","",""
"G","","","","","","",""
"FYX","","","","","","",""
"FYT","","","","","","",""
"FYLD","","","","","","",""
"FYC","","","","","","",""
"FXZ","","","","","","",""
"FXY","","","","","","",""
"FXU","","","","","","",""
"FXR","","","","","","",""
"FXP","","","","","","",""
"FXO","","","","","","",""
"FXNC","","","","","","",""
"FXN","","","","","","",""
"FXL","","","","","","",""
"FXI","","","","","","",""
"FXH","","","","","","",""
"FXG","","","","","","",""
"FXF","","","","","","",""
"FXE","","","","","","",""
"FXD","","","","","","",""
"FXC","","","","","","",""
"FXB","","","","","","",""
"FXA","","","","","","",""
"FWRD","","","","","","",""
"FWP","","","","","","",""
"FWONK","","","","","","",""
"FWONA","","","","","","",""
"FWDB","","","","","","",""
"FVRR","","","","","","",""
"FVL","","","","","","",""
"FVE","","","","","","",""
"FVD","","","","","","",""
"FVCB","","","","","","",""
"FVC","","","","","","",""
"FVAM","","","","","","",""
"FVAL","","","","","","",""
"FV","","","","","","",""
"FUV","","","","","","",""
"FUTY","","","","","","",""
"FUTU","","","","","","",""
"FUT","","","","","","",""
"FUSN","","","","","","",""
"FUSE","","","","","","",""
"FUSB","","","","","","",""
"FURY","","","","","","",""
"FUNL","","","","","","",""
"FUND","","","","","","",""
"FUNC","","","","","","",""
"FUN","","","","","","",""
"FUMB","","","","","","",""
"FULTP","","","","","","",""
"FULT","","","","","","",""
"FULC","","","","","","",""
"FUL","","","","","","",""
"FUE","","","","","","",""
"FUD","","","","","","",""
"FUBO","","","","","","",""
"FTXR","","","","","","",""
"FTXO","","","","","","",""
"FTXN","","","","","","",""
"FTXL","","","","","","",""
"FTXH","","","","","","",""
"FTXG","","","","","","",""
"FTXD","","","","","","",""
"FTV","","","","","","",""
"FTSM","","","","","","",""
"FTSL","","","","","","",""
"FTSI","","","","","","",""
"FTSD","","","","","","",""
"FTS","","","","","","",""
"FTRI","","","","","","",""
"FTOCW","","","","","","",""
"FTOCU","","","","","","",""
"FTOC","","","","","","",""
"FTNT","","","","","","",""
"FTLS","","","","","","",""
"FTLB","","","","","","",""
"FTK","","","","","","",""
"FTIVW","","","","","","",""
"FTIVU","","","","","","",""
"FTIV","","","","","","",""
"FTI","","","","","","",""
"FTHY","","","","","","",""
"FTHM","","","","","","",""
"FTHI","","","","","","",""
"FTGC","","","","","","",""
"FTFT","","","","","","",""
"FTF","","","","","","",""
"FTEK","","","","","","",""
"FTEC","","","","","","",""
"FTDR","","","","","","",""
"FTCS","","","","","","",""
"FTCH","","","","","","",""
"FTC","","","","","","",""
"FTAI","","","","","","",""
"FTAG","","","","","","",""
"FTA","","","","","","",""
"FT","","","","","","",""
"FSZ","","","","","","",""
"FSV","","","","","","",""
"FSTR","","","","","","",""
"FSTA","","","","","","",""
"FST","","","","","","",""
"FSS","","","","","","",""
"FSRVW","","","","","","",""
"FSRVU","","","","","","",""
"FSRV","","","","","","",""
"FSR","","","","","","",""
"FSP","","","","","","",""
"FSMD","","","","","","",""
"FSMB","","","","","","",""
"FSM","","","","","","",""
"FSLY","","","","","","",""
"FSLR","","","","","","",""
"FSLF","","","","","","",""
"FSKR","","","","","","",""
"FSK","","","","","","",""
"FSI","","","","","","",""
"FSFG","","","","","","",""
"FSEP","","","","","","",""
"FSEA","","","","","","",""
"FSDC","","","","","","",""
"FSD","","","","","","",""
"FSBW","","","","","","",""
"FRTA","","","","","","",""
"FRT","","","","","","",""
"FRSX","","","","","","",""
"FRPT","","","","","","",""
"FRPH","","","","","","",""
"FROG","","","","","","",""
"FRO","","","","","","",""
"FRME","","","","","","",""
"FRLN","","","","","","",""
"FRLG","","","","","","",""
"FRI","","","","","","",""
"FRHC","","","","","","",""
"FRGI","","","","","","",""
"FRGAP","","","","","","",""
"FRG","","","","","","",""
"FREQ","","","","","","",""
"FREL","","","","","","",""
"FREEW","","","","","","",""
"FREE","","","","","","",""
"FRDM","","","","","","",""
"FRD","","","","","","",""
"FRC","","","","","","",""
"FRBK","","","","","","",""
"FRBA","","","","","","",""
"FRAN","","","","","","",""
"FRAK","","","","","","",""
"FRAF","","","","","","",""
"FRA","","","","","","",""
"FR","","","","","","",""
"FQAL","","","","","","",""
"FPXI","","","","","","",""
"FPXE","","","","","","",""
"FPX","","","","","","",""
"FPRX","","","","","","",""
"FPL","","","","","","",""
"FPI","","","","","","",""
"FPH","","","","","","",""
"FPF","","","","","","",""
"FPEI","","","","","","",""
"FPE","","","","","","",""
"FPAY","","","","","","",""
"FPA","","","","","","",""
"FOXF","","","","","","",""
"FOXA","","","","","","",""
"FOX","","","","","","",""
"FOVL","","","","","","",""
"FOUR","","","","","","",""
"FOSL","","","","","","",""
"FORTY","","","","","","",""
"FORR","","","","","","",""
"FORM","","","","","","",""
"FORK","","","","","","",""
"FORD","","","","","","",""
"FOR","","","","","","",""
"FONR","","","","","","",""
"FOLD","","","","","","",""
"FOF","","","","","","",""
"FOE","","","","","","",""
"FOCT","","","","","","",""
"FOCS","","","","","","",""
"FNY","","","","","","",""
"FNX","","","","","","",""
"FNWB","","","","","","",""
"FNV","","","","","","",""
"FNOV","","","","","","",""
"FNLC","","","","","","",""
"FNKO","","","","","","",""
"FNK","","","","","","",""
"FNI","","","","","","",""
"FNHC","","","","","","",""
"FNGZ","","","","","","",""
"FNGU","","","","","","",""
"FNGS","","","","","","",""
"FNGO","","","","","","",""
"FNGD","","","","","","",""
"FNF","","","","","","",""
"FNDX","","","","","","",""
"FNDF","","","","","","",""
"FNDE","","","","","","",""
"FNDC","","","","","","",""
"FNDB","","","","","","",""
"FNDA","","","","","","",""
"FND","","","","","","",""
"FNCL","","","","","","",""
"FNCB","","","","","","",""
"FNB","","","","","","",""
"FN","","","","","","",""
"FMY","","","","","","",""
"FMX","","","","","","",""
"FMTX","","","","","","",""
"FMS","","","","","","",""
"FMO","","","","","","",""
"FMNB","","","","","","",""
"FMN","","","","","","",""
"FMK","","","","","","",""
"FMIL","","","","","","",""
"FMHI","","","","","","",""
"FMF","","","","","","",""
"FMC","","","","","","",""
"FMBIP","","","","","","",""
"FMBIO","","","","","","",""
"FMBI","","","","","","",""
"FMBH","","","","","","",""
"FMB","","","","","","",""
"FMAY","","","","","","",""
"FMAT","","","","","","",""
"FMAO","","","","","","",""
"FM","","","","","","",""
"FLZA","","","","","","",""
"FLYT","","","","","","",""
"FLY","","","","","","",""
"FLXS","","","","","","",""
"FLXN","","","","","","",""
"FLWS","","","","","","",""
"FLV","","","","","","",""
"FLUX","","","","","","",""
"FLUD","","","","","","",""
"FLTW","","","","","","",""
"FLTR","","","","","","",""
"FLTB","","","","","","",""
"FLT","","","","","","",""
"FLSW","","","","","","",""
"FLSP","","","","","","",""
"FLSA","","","","","","",""
"FLS","","","","","","",""
"FLRU","","","","","","",""
"FLRT","","","","","","",""
"FLRN","","","","","","",""
"FLRG","","","","","","",""
"FLR","","","","","","",""
"FLQS","","","","","","",""
"FLQM","","","","","","",""
"FLQL","","","","","","",""
"FLQH","","","","","","",""
"FLQG","","","","","","",""
"FLQE","","","","","","",""
"FLQD","","","","","","",""
"FLOW","","","","","","",""
"FLOT","","","","","","",""
"FLO","","","","","","",""
"FLNT","","","","","","",""
"FLNG","","","","","","",""
"FLN","","","","","","",""
"FLMX","","","","","","",""
"FLMNW","","","","","","",""
"FLMN","","","","","","",""
"FLMI","","","","","","",""
"FLMB","","","","","","",""
"FLM","","","","","","",""
"FLLV","","","","","","",""
"FLLA","","","","","","",""
"FLL","","","","","","",""
"FLKR","","","","","","",""
"FLJP","","","","","","",""
"FLJH","","","","","","",""
"FLIY","","","","","","",""
"FLIR","","","","","","",""
"FLIN","","","","","","",""
"FLIC","The First of Long Island Corporation","24.23","$586.22M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/flic"
"FLIA","","","","","","",""
"FLHY","","","","","","",""
"FLHK","","","","","","",""
"FLGV","","","","","","",""
"FLGT","","","","","","",""
"FLGR","","","","","","",""
"FLGE","","","","","","",""
"FLGB","","","","","","",""
"FLFR","","","","","","",""
"FLEX","","","","","","",""
"FLEU","","","","","","",""
"FLEH","","","","","","",""
"FLEE","","","","","","",""
"FLDR","","","","","","",""
"FLDM","","","","","","",""
"FLCO","","","","","","",""
"FLCH","","","","","","",""
"FLCB","","","","","","",""
"FLCA","","","","","","",""
"FLC","","","","","","",""
"FLBR","","","","","","",""
"FLBL","","","","","","",""
"FLAX","","","","","","",""
"FLAU","","","","","","",""
"FL","","","","","","",""
"FKU","","","","","","",""
"FJUN","","","","","","",""
"FJUL","","","","","","",""
"FJP","","","","","","",""
"FJNK","","","","","","",""
"FIZZ","","","","","","",""
"FIYY","","","","","","",""
"FIXX","","","","","","",""
"FIXD","","","","","","",""
"FIX","","","","","","",""
"FIW","","","","","","",""
"FIVN","","","","","","",""
"FIVG","","","","","","",""
"FIVE","","","","","","",""
"FIVA","","","","","","",""
"FIV","","","","","","",""
"FITE","","","","","","",""
"FITBP","","","","","","",""
"FITBO","","","","","","",""
"FITBI","","","","","","",""
"FITB","","","","","","",""
"FIT","","","","","","",""
"FISV","","","","","","",""
"FISR","","","","","","",""
"FISK","","","","","","",""
"FISI","","","","","","",""
"FIS","","","","","","",""
"FINX","","","","","","",""
"FINV","","","","","","",""
"FINS","","","","","","",""
"FILL","","","","","","",""
"FIIIW","","","","","","",""
"FIIIU","","","","","","",""
"FIII","","","","","","",""
"FIHD","","","","","","",""
"FIF","","","","","","",""
"FIEE","","","","","","",""
"FIDU","","","","","","",""
"FIDI","","","","","","",""
"FID","","","","","","",""
"FICO","","","","","","",""
"FIBR","","","","","","",""
"FIBK","","","","","","",""
"FI","","","","","","",""
"FHTX","","","","","","",""
"FHN","","","","","","",""
"FHLC","","","","","","",""
"FHI","","","","","","",""
"FHB","","","","","","",""
"FGM","","","","","","",""
"FGEN","","","","","","",""
"FGD","","","","","","",""
"FGBI","","","","","","",""
"FGB","","","","","","",""
"FFWM","","","","","","",""
"FFTY","","","","","","",""
"FFTI","","","","","","",""
"FFTG","","","","","","",""
"FFSG","","","","","","",""
"FFR","","","","","","",""
"FFNW","","","","","","",""
"FFIV","","","","","","",""
"FFIU","","","","","","",""
"FFIN","","","","","","",""
"FFIC","","","","","","",""
"FFHL","","","","","","",""
"FFHG","","","","","","",""
"FFG","","","","","","",""
"FFEU","","","","","","",""
"FFEB","","","","","","",""
"FFC","","","","","","",""
"FFBW","","","","","","",""
"FFBC","","","","","","",""
"FFA","","","","","","",""
"FF","","","","","","",""
"FEZ","","","","","","",""
"FEYE","","","","","","",""
"FEX","","","","","","",""
"FEUZ","","","","","","",""
"FEUL","","","","","","",""
"FET","","","","","","",""
"FEP","","","","","","",""
"FEO","","","","","","",""
"FENY","","","","","","",""
"FENG","","","","","","",""
"FENC","","","","","","",""
"FEN","","","","","","",""
"FEMS","","","","","","",""
